time,download,upload
16:17:06,43.88,47.29
16:17:26,15.76,49.42
16:17:46,87.37,48.86
16:18:07,84.48,42.2
16:18:32,54.12,2.4
16:19:06,0.0,1.07
16:19:28,5.79,3.98
16:19:51,16.07,2.51
16:20:14,9.98,2.31
16:20:36,14.47,4.41
16:20:59,15.01,4.3
16:21:22,16.81,4.3
16:21:44,20.07,4.95
16:22:08,15.45,3.95
16:22:31,19.69,2.93
